Generating pseudo labels for c data
pseudo label correct rate is 0.8783333333333333
Data statistic {'p': 591, 'b': 600, 'i': 600}
=================================================================
Layer (type:depth-idx)                   Param #
=================================================================
PromptGenerator                          106,496
├─ParameterList: 1-1                     24,576
=================================================================
Total params: 131,072
Trainable params: 131,072
Non-trainable params: 0
=================================================================
PromptGenerator =================================================================
Layer (type:depth-idx)                   Param #
=================================================================
PromptGenerator                          106,496
├─ParameterList: 1-1                     24,576
=================================================================
Total params: 131,072
Trainable params: 131,072
Non-trainable params: 0
=================================================================
name: ctx_cls, shape torch.Size([12, 16, 512]), require grad: True
name: ctx_target, shape torch.Size([1, 16, 512]), require grad: True
name: ctx_source.0, shape torch.Size([1, 16, 512]), require grad: True
name: ctx_source.1, shape torch.Size([1, 16, 512]), require grad: True
name: ctx_source.2, shape torch.Size([1, 16, 512]), require grad: True
Best accuracy so far: 0.9774305555555556, step 209, accuracy 0.9427083333333334
Best accuracy so far: 0.9774305555555556, step 210, accuracy 0.9392361111111112
Best accuracy so far: 0.9774305555555556, step 211, accuracy 0.9375
Best accuracy so far: 0.9774305555555556, step 212, accuracy 0.9583333333333334
Best accuracy so far: 0.9774305555555556, step 213, accuracy 0.9392361111111112
Best accuracy so far: 0.9774305555555556, step 214, accuracy 0.9340277777777778
Best accuracy so far: 0.9774305555555556, step 215, accuracy 0.9392361111111112
Best accuracy so far: 0.9774305555555556, step 216, accuracy 0.9496527777777778
Best accuracy so far: 0.9774305555555556, step 217, accuracy 0.9375
Best accuracy so far: 0.9774305555555556, step 218, accuracy 0.9444444444444444
Best accuracy so far: 0.9774305555555556, step 219, accuracy 0.9409722222222222
Best accuracy so far: 0.9774305555555556, step 220, accuracy 0.9444444444444444
Best accuracy so far: 0.9774305555555556, step 221, accuracy 0.9427083333333334
Best accuracy so far: 0.9774305555555556, step 222, accuracy 0.9375
Best accuracy so far: 0.9774305555555556, step 223, accuracy 0.9340277777777778
Best accuracy so far: 0.9774305555555556, step 224, accuracy 0.9427083333333334
Best accuracy so far: 0.9774305555555556, step 225, accuracy 0.9444444444444444
Best accuracy so far: 0.9774305555555556, step 226, accuracy 0.9322916666666666
Best accuracy so far: 0.9774305555555556, step 227, accuracy 0.9444444444444444
Best accuracy so far: 0.9774305555555556, step 228, accuracy 0.9409722222222222
Best accuracy so far: 0.9774305555555556, step 229, accuracy 0.953125
Best accuracy so far: 0.9774305555555556, step 230, accuracy 0.9427083333333334
Best accuracy so far: 0.9774305555555556, step 231, accuracy 0.9409722222222222
Best accuracy so far: 0.9774305555555556, step 232, accuracy 0.9392361111111112
Best accuracy so far: 0.9774305555555556, step 233, accuracy 0.9392361111111112
Best accuracy so far: 0.9774305555555556, step 234, accuracy 0.9375
Best accuracy so far: 0.9774305555555556, step 235, accuracy 0.9392361111111112
Best accuracy so far: 0.9774305555555556, step 236, accuracy 0.9340277777777778
Best accuracy so far: 0.9774305555555556, step 237, accuracy 0.9305555555555556
Best accuracy so far: 0.9774305555555556, step 238, accuracy 0.9392361111111112
Best accuracy so far: 0.9774305555555556, step 239, accuracy 0.9305555555555556
Best accuracy so far: 0.9774305555555556, step 240, accuracy 0.9322916666666666
Best accuracy so far: 0.9774305555555556, step 241, accuracy 0.9375
Best accuracy so far: 0.9774305555555556, step 242, accuracy 0.9375
Best accuracy so far: 0.9774305555555556, step 243, accuracy 0.9479166666666666
Best accuracy so far: 0.9774305555555556, step 244, accuracy 0.9444444444444444
Best accuracy so far: 0.9774305555555556, step 245, accuracy 0.9461805555555556
Best accuracy so far: 0.9774305555555556, step 246, accuracy 0.9427083333333334
Best accuracy so far: 0.9774305555555556, step 247, accuracy 0.9444444444444444
Best accuracy so far: 0.9774305555555556, step 248, accuracy 0.9427083333333334
Best accuracy so far: 0.9774305555555556, step 249, accuracy 0.9409722222222222
Best accuracy so far: 0.9774305555555556, step 250, accuracy 0.9409722222222222
